################################################################
# loop   gs_energy            loss                  val_loss
    1    -31.91905      0.019954004306719      0.044974681884050
    2    -27.65948      0.008275495938638      0.003628923514237
    3    -27.64926      0.174350578600111      0.128408316324155
    4    -27.66868      0.006191731624349      0.003194763868426
    5    -27.66097      0.007573693565380      0.005749741047621
    6    -27.63659      0.006938403183316      0.005647701174021
    7    -27.66861      0.006568462170219      0.004294232670218
    8    -27.66616      0.006440578454004      0.003945871731266
    9    -27.66264      0.007113530977550      0.017596649080515
   10    -27.63773      0.006532390170866      0.021417412919303
   11    -21.94217    129.801842729146216    165.523134256998702
   12    -27.52236      0.026756075917375      0.025867819574972
   13    -27.76886      0.011377154660251      0.008751471048842
   14    -27.66565      0.004451677357238      0.003182218087216
   15    -27.55391      0.028818285526162      0.035946349973480
   16    -27.64001      0.007010881261110      0.005735942395404
   17    -27.67953      0.005905863993665      0.004802432190627
   18    -27.68036      0.006834003090729      0.005570378865426
   19    -27.64997      0.007707793874482      0.003312203716487
   20    -33.41365      0.039008100746741      0.031079993695021
   21    -27.69003      0.009535720618232      0.005232393294573
   22    -27.54490      0.030559526825030      0.032649720460176
   23    -27.69913      0.010575066996461      0.007131432145834
   24    -27.64454      0.007720930949101      0.005031732358038
   25    -27.72427      0.009773129085885      0.007956201955676
   26    -27.67836      0.165336110948866      0.120923211574554
   27    -27.66371      0.007141825572807      0.010887443056951
   28    -21.87622    129.911916819503261    142.561843261718764
   29    -22.03261    130.380316069304854    107.984208577473964
   30    -27.63805      0.007053725726624      0.001293856150781
   31    -27.50436      0.026162235647313      0.018938025658329
   32    -27.62148      0.005921421293332      0.006694720101853
   33    -27.78408      0.018956418267541      0.010008705848207
   34    -27.52584      0.023949779663693      0.022561935111880
   35    -27.70577      0.009134347660784      0.012418378169338
   36    -27.69030      0.008023531121451      0.007511033192277
   37    -27.57565      0.036393860218147      0.045232641498248
   38    -30.63177      0.006964642968464      0.003884456933786
   39    -27.64923      0.169009590832209      0.148156168063482
   40    -32.53906      0.026182716872061      0.021506431773305
   41    -27.78374      0.015179722752735      0.018853885096808
   42    -27.64216      0.006483332030571      0.002945406331370
   43    -27.70053      0.008843017015020      0.040465745329857
   44    -27.65546      0.004950685489258      0.030014858953655
   45    -27.69553      0.006361028726765      0.006009161919355
   46    -27.49444      0.022632470181434      0.021072093298038
   47    -27.67859      0.168477366034765      0.138509942094485
   48    -27.68698      0.009546996299595      0.006530108321458
   49    -27.66290      0.003144542206176      0.015615934121112
   50    -27.65448      0.011136061934187      0.005694097230832
   51    -27.62700      0.007908754743813      0.004781432710588
   52    -27.67961      0.006433427832708      0.012977219000459
   53    -27.65553      0.006660251293734      0.005204658247530
   54    -27.64954      0.006722675042063      0.010573401916772
   55    -27.72611      0.012861518054571      0.013608456278841
   56    -21.91943    130.081354054520176    137.686936391194649
   57    -27.50181      0.026888611428066      0.019650766601165
   58    -27.71086      0.007445906471147      0.004229199768354
   59    -27.66939      0.005032228939426      0.001623940506640
   60    -27.62921      0.006199856198842      0.007485409223785
   61    -27.66289      0.042433053253325      0.056087594628334
   62    -27.65130      0.007101394876321      0.004673566771671
   63    -27.64731      0.006004300982165      0.007652425896376
   64    -27.51995      0.028548842188739      0.024465096344550
   65    -27.49252      0.024046262036807      0.018968317260345
   66    -27.61360      0.188027405087262      0.129731997847557
   67    -27.71169      0.010111396033095      0.008949034598966
   68    -27.67296      0.006754807415917      0.004364459598437
   69    -27.50922      0.021650256594199      0.017250174085299
   70    -27.67738      0.005403627852500      0.001366484343695
   71    -27.71439      0.011250330746197      0.007380558511553
   72    -27.67118      0.006529344519191      0.003591500488110
   73    -27.51938      0.019362642594305      0.035949720020096
   74    -27.68558      0.006166689488042      0.009409038536251
   75    -27.81999      0.104974354818215      0.079415722241004
   76    -27.47648      0.022567476819685      0.040517493138711
   77    -27.70322      0.009139135188869      0.007131371032447
   78    -27.67198      0.168291539465642      0.125924926698208
   79    -35.95208      0.192667590798096      0.182455561558406
   80    -27.68102      0.009347707723291      0.039411948025227
   81    -27.65621      0.006792096141465      0.007425482229640
   82    -27.73513      0.042999071294569      0.038169734378656
   83    -27.50490      0.021786210812227      0.021650482937694
   84    -27.66417      0.003773363954503      0.003903469646660
   85    -27.65529      0.007241145769454      0.014955178772410
   86    -27.64374      0.005233637297242      0.006928708357736
   87    -28.02835      0.082164369262075      0.066825761571527
   88    -27.67633      0.005822802067188      0.002821501645570
   89    -27.58676      0.017833558080457      0.014436699847380
   90    -27.71112      0.010740948243052      0.015678675125043
   91    -27.64518      0.004553381889235      0.011071465633189
   92    -27.67337      0.005937051737483      0.006926246676594
   93    -27.65797      0.003535713646803      0.002825964627167
   94    -27.65748      0.007876654428654      0.003489235108718
   95    -27.63596      0.006145384755679      0.002444181734075
   96    -33.68526      0.007317092520006      0.013847563477854
   97    -27.65485      0.006701227534953      0.003861914407462
   98    -27.63164      0.004200735556547      0.001725066414413
   99    -27.49529      0.022161044228568      0.019343702637901
  100    -27.63281      0.007362013763579      0.004723567186544
